Zip (int),Station
47070,USA_KY_Louisville-Bowman.Field.724235_TMY3
47303,USA_IN_Delaware.County-Johnson.Field.725336_TMY3
20024,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
20536,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
20744,USA_MD_Andrews.AFB.745940_TMY3
50562,USA_IA_Algona.Muni.AP.725457_TMY3
83235,USA_ID_Salmon-Lemhi.AWOS.726865_TMY3
84044,USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3
78417,USA_TX_Corpus.Christi.NAS.722515_TMY3
79870,USA_TX_Marfa.AP.722640_TMY3
87009,USA_NM_Albuquerque.Intl.AP.723650_TMY3
61862,USA_IL_University.of.Illinois-Willard.AP.725315_TMY3
92281,USA_CA_Imperial.County.AP.747185_TMY3
92623,USA_CA_Santa.Ana-John.Wayne.AP.722977_TMY3
14463,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
14730,USA_NY_Jamestown.AWOS.725235_TMY3
20139,USA_VA_Manassas.Muni.AWOS.724036_TMY3
20502,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
24072,USA_VA_Blacksburg-Virginia.Tech.AP.724113_TMY3
4611,USA_ME_Bar.Harbor.AWOS.726077_TMY3
5487,USA_VT_Burlington.Intl.AP.726170_TMY3
5861,USA_VT_Montpelier.AP.726145_TMY3
10969,USA_NY_Newburgh-Stewart.Intl.AP.725038_TMY3
18230,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3
19408,USA_PA_Willow.Grove.NAS.724086_TMY3
38389,USA_TN_Dyersburg.Muni.AP.723347_TMY3
38548,USA_TN_Crossville.Mem.AP.723265_TMY3
39595,USA_MS_Biloxi-Keesler.AFB.747686_TMY3
33003,USA_FL_Homestead.AFB.722026_TMY3
33559,USA_FL_Tampa.Intl.AP.722110_TMY3
33740,USA_FL_St.Petersburg-Clearwater.Intl.AP.722116_TMY3
45204,USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3
26431,USA_WV_Clarksburg-Harrison.Marion.Rgnl.AP.724175_TMY3
24237,USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3
25039,USA_WV_Charleston-Yeager.AP.724140_TMY3
25716,USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3
43434,USA_OH_Toledo.Express.AP.725360_TMY3
28624,USA_NC_Hickory.Rgnl.AP.723145_TMY3
29324,USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3
97204,USA_OR_Portland.Intl.AP.726980_TMY3
97543,USA_OR_Sexton.Summit.725975_TMY3
80281,USA_CO_Golden-NREL.724666_TMY3
82059,USA_WY_Cheyenne.Muni.AP.725640_TMY3
84051,USA_UT_Vernal.AP.725705_TMY3
86302,USA_AZ_Prescott-Love.Field.723723_TMY3
75785,USA_TX_Nacogdoches.AWOS.722499_TMY3
75936,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3
76126,USA_TX_Fort.Worth.NAS.722595_TMY3
76569,USA_TX_Draughon-Miller.Central.Texas.AP.722577_TMY3
77519,USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3
67114,USA_KS_Newton.AWOS.724509_TMY3
67518,USA_KS_Garden.City.Muni.AP.724515_TMY3
67837,USA_KS_Garden.City.Muni.AP.724515_TMY3
68651,USA_NE_Columbus.Muni.AP.725565_TMY3
56502,USA_MN_Detroit.Lakes.AWOS.727457_TMY3
57754,USA_SD_Ellsworth.AFB.726625_TMY3
58258,USA_ND_Grand.Forks.AFB.727575_TMY3
50076,USA_IA_Atlantic.Muni.AP.725453_TMY3
50527,USA_IA_Spencer.Muni.AP.726500_TMY3
51527,USA_IA_Denison.Muni.AP.725477_TMY3
52001,USA_IA_Dubuque.Rgnl.AP.725470_TMY3
62818,USA_IN_Evansville.Rgnl.AP.724320_TMY3
63464,USA_MO_Kirksville.Muni.AP.724455_TMY3
63654,USA_MO_Farmington.Rgnl.AP.724454_TMY3
48915,USA_MI_Lansing-Capital.City.AP.725390_TMY3
61027,USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3
61766,USA_IL_Bloomington.Normal-Central.Illinois.Rgnl.AP.724397_TMY3
28612,USA_NC_Hickory.Rgnl.AP.723145_TMY3
34448,USA_FL_Ocala.Muni.AWOS.722055_TMY3
36527,USA_AL_Mobile-Downtown.AP.722235_TMY3
24029,USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3
28219,USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3
30751,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3
31650,USA_GA_Valdosta-Moody.AFB.747810_TMY3
31737,USA_GA_Albany-Dougherty.County.AP.722160_TMY3
24210,USA_VA_Abingdon-Virgina.Highlands.AP.724058_TMY3
72107,USA_AR_Little.Rock.AFB.723405_TMY3
72943,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3
75232,USA_TX_Dallas-Redbird.AP.722599_TMY3
80463,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3
94938,USA_CA_Napa.County.AP.724955_TMY3
95044,USA_CA_San.Jose.Intl.AP.724945_TMY3
95344,USA_CA_Merced-Macready.Field.724815_TMY3
95456,USA_CA_Ukiah.Muni.AP.725905_TMY3
15840,USA_PA_DuBois-Jefferson.County.AP.725125_TMY3
7820,USA_NJ_Caldwell-Essex.County.AP.724094_TMY3
8324,USA_NJ_Millville.Muni.AP.724075_TMY3
11854,USA_NY_Republic.AP.744864_TMY3
19426,USA_PA_Willow.Grove.NAS.724086_TMY3
19717,USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3
20591,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
21290,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3
26050,USA_PA_Pittsburgh.Intl.AP.725200_TMY3
14742,USA_NY_Jamestown.AWOS.725235_TMY3
14744,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3
14776,USA_PA_Bradford.Rgnl.AP.725266_TMY3
4530,USA_ME_Brunswick.NAS.743920_TMY3
1354,USA_MA_Chicopee.Falls-Westover.AFB.744910_TMY3
74553,USA_OK_McAlester.Rgnl.AP.723566_TMY3
76574,USA_TX_Georgetown.AWOS.722547_TMY3
77833,USA_TX_College.Station-Easterwood.Field.722445_TMY3
81233,USA_CO_Gunnison.County.AWOS.724677_TMY3
81637,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3
82844,USA_WY_Sheridan.County.AP.726660_TMY3
80037,USA_CO_Denver.Intl.AP.725650_TMY3
98368,USA_WA_Whidbey.Island.NAS.690230_TMY3
98609,USA_WA_Kelso.AP.727924_TMY3
95111,USA_CA_San.Jose.Intl.AP.724945_TMY3
92057,USA_CA_Camp.Pendleton.MCAS.722926_TMY3
93108,USA_CA_Santa.Barbara.Muni.AP.723925_TMY3
28711,USA_NC_Asheville.Rgnl.AP.723150_TMY3
32094,USA_FL_Gainesville.Rgnl.AP.722146_TMY3
43747,USA_WV_Wheeling-Ohio.County.AP.724275_TMY3
43787,USA_WV_Parkersburg-Wood.County-Gill.Robb.Wilson.AP.724273_TMY3
3779,USA_NH_Lebanon.Muni.AP.726116_TMY3
4095,USA_ME_Sanford.Muni.AWOS.726064_TMY3
4263,USA_ME_Augusta.AP.726185_TMY3
24065,USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3
25281,USA_WV_Charleston-Yeager.AP.724140_TMY3
16619,USA_PA_State.College-Penn.State.University.725128_TMY3
16659,USA_PA_Altoona-Blair.County.AP.725126_TMY3
16680,USA_PA_State.College-Penn.State.University.725128_TMY3
18020,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3
18342,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3
18428,USA_NY_Monticello.AWOS.725145_TMY3
19244,USA_PA_Philadelphia-NE.Philadelphia.AP.724085_TMY3
14805,USA_NY_Elmira.Rgnl.AP.725156_TMY3
15874,USA_PA_DuBois-Jefferson.County.AP.725125_TMY3
6814,USA_CT_Danbury.Muni.AP.725086_TMY3
92567,USA_CA_March.AFB.722860_TMY3
93703,USA_CA_Fresno.Air.Terminal.723890_TMY3
94661,USA_CA_Livermore.Muni.AP.724927_TMY3
90263,USA_CA_Santa.Monica.Muni.AP.722885_TMY3
62037,USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3
62427,USA_IN_Terre.Haute-Hulman.Rgnl.AP.724373_TMY3
63052,USA_IL_Cahokia.AP.725314_TMY3
63841,USA_MO_Poplar.Bluff.AWOS.723300_TMY3
63851,USA_TN_Dyersburg.Muni.AP.723347_TMY3
78722,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3
80233,USA_CO_Golden-NREL.724666_TMY3
80832,USA_CO_Limon.Muni.AP.724665_TMY3
82845,USA_WY_Sheridan.County.AP.726660_TMY3
83277,USA_ID_Pocatello.Muni.AP.725780_TMY3
67209,USA_KS_Wichita-Mid.Continent.AP.724500_TMY3
68431,USA_NE_Falls.City-Brenner.Field.725533_TMY3
68501,USA_NE_Lincoln.Muni.AP.725510_TMY3
70402,USA_LA_New.Orleans.Intl.AP.722310_TMY3
72762,USA_AR_Springdale.Muni.AP.723434_TMY3
77058,USA_TX_Houston-Ellington.AFB.722436_TMY3
83544,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3
85226,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3
58365,USA_ND_Devils.Lake.AWOS.727573_TMY3
56524,USA_MN_Fergus.Falls.AWOS.726560_TMY3
57629,USA_SD_Mobridge.Muni.AP.726685_TMY3
51346,USA_IA_Spencer.Muni.AP.726500_TMY3
40461,USA_KY_Somerset-Pulaski.County.AWOS.724354_TMY3
42021,USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3
42060,USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3
42170,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3
32317,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3
35055,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3
45050,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
45701,USA_WV_Parkersburg-Wood.County-Gill.Robb.Wilson.AP.724273_TMY3
47132,USA_KY_Louisville-Bowman.Field.724235_TMY3
38378,USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3
61341,USA_IL_Aurora.Muni.AP.744655_TMY3
61876,USA_IL_University.of.Illinois-Willard.AP.725315_TMY3
62525,USA_IL_Decatur.AP.725316_TMY3
64118,USA_MO_Kansas.City.Downtown.AP.724463_TMY3
71864,USA_AR_El.Dorado-Goodwin.Field.723419_TMY3
73036,USA_OK_Oklahoma.City-Wiley.Post.Field.723544_TMY3
73117,USA_OK_Oklahoma.City-Tinker.AFB.723540_TMY3
78557,USA_TX_McAllen-Miller.Intl.AP.722506_TMY3
75056,USA_TX_Dallas-Addison.AP.722598_TMY3
77384,USA_TX_Houston-D.W.Hooks.AP.722429_TMY3
64623,USA_MO_Whiteman.AFB.724467_TMY3
66007,USA_MO_Kansas.City.Intl.AP.724460_TMY3
66755,USA_KS_Chanute-Martin.Johnson.AP.724507_TMY3
67001,USA_KS_Wichita-Mid.Continent.AP.724500_TMY3
58494,USA_ND_Bismarck.Muni.AP.727640_TMY3
58571,USA_ND_Bismarck.Muni.AP.727640_TMY3
17972,USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3
18056,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3
19344,USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3
19395,USA_PA_Philadelphia.Intl.AP.724080_TMY3
26259,USA_WV_Elkins-Randolph.County.AP.724170_TMY3
2568,USA_MA_Marthas.Vineyard.AP.725066_TMY3
31022,USA_GA_Warner.Robins.AFB.722175_TMY3
31040,USA_GA_Warner.Robins.AFB.722175_TMY3
32110,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3
32204,USA_FL_Jacksonville.NAS.722065_TMY3
32862,USA_FL_Orlando.Intl.AP.722050_TMY3
23924,USA_VA_Farmville.Muni.AP.724017_TMY3
8332,USA_NJ_Millville.Muni.AP.724075_TMY3
10242,USA_NY_New.York-Central.Park.725033_TMY3
11229,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3
20184,USA_VA_Leesburg.Muni.AP-Godfrey.Field.724055_TMY3
20350,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
21667,USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3
21790,USA_VA_Leesburg.Muni.AP-Godfrey.Field.724055_TMY3
22191,USA_VA_Davison.AAF.724037_TMY3
19441,USA_PA_Willow.Grove.NAS.724086_TMY3
12927,USA_NY_Saranac.Lake-Adirondack.Rgnl.AP.726228_TMY3
81639,USA_CO_Hayden-Yampa.AWOS.725715_TMY3
82244,USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3
65679,USA_AR_Harrison.AP.723446_TMY3
74930,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3
75376,USA_TX_Dallas-Love.Field.722583_TMY3
77387,USA_TX_Houston-D.W.Hooks.AP.722429_TMY3
66224,USA_KS_Olathe-Johnson.County.Executive.AP.724468_TMY3
66611,USA_KS_Topeka-Forbes.AFB.724565_TMY3
87378,USA_NM_Gallup-Sen.Clarke.Field.723627_TMY3
89145,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3
89405,USA_NV_Lovelock-Derby.Field.725805_TMY3
79180,USA_TX_Amarillo.Intl.AP.723630_TMY3
70344,USA_LA_Houma-Terrebonne.AP.722406_TMY3
92136,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3
97626,USA_OR_Klamath.Falls.Intl.AP.725895_TMY3
99371,USA_WA_Walla.Walla.City-County.AP.727846_TMY3
97367,USA_OR_Corvallis.Muni.AP.726945_TMY3
97372,USA_OR_Corvallis.Muni.AP.726945_TMY3
93274,USA_CA_Visalia.Muni.AWOS.723896_TMY3
61877,USA_IL_University.of.Illinois-Willard.AP.725315_TMY3
69141,USA_NE_Sidney.Muni.AP.725610_TMY3
79701,USA_TX_Midland.Intl.AP.722650_TMY3
64801,USA_MO_Joplin.Muni.AP.723495_TMY3
56401,USA_MN_Brainerd-Crow.Wing.County.AP.726555_TMY3
58208,USA_ND_Grand.Forks.AFB.727575_TMY3
63857,USA_TN_Dyersburg.Muni.AP.723347_TMY3
72428,USA_AR_Jonesboro.Muni.AP.723407_TMY3
87830,USA_AZ_Safford.AWOS.722747_TMY3
90034,USA_CA_Santa.Monica.Muni.AP.722885_TMY3
94928,USA_CA_Santa.Rosa.AWOS.724957_TMY3
94999,USA_CA_Santa.Rosa.AWOS.724957_TMY3
97734,USA_OR_Redmond-Roberts.Field.726835_TMY3
98324,USA_WA_Port.Angeles-William.R.Fairchild.Intl.AP.727885_TMY3
99401,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3
99604,USA_AK_Hooper.Bay.702186_TMY3
95420,USA_CA_Ukiah.Muni.AP.725905_TMY3
4575,USA_ME_Wiscasset.AP.727135_TMY3
4763,USA_ME_Houlton.Intl.AP.727033_TMY3
5489,USA_VT_Burlington.Intl.AP.726170_TMY3
6431,USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3
53088,USA_WI_Wittman.Rgnl.AP.726456_TMY3
53120,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3
55344,USA_MN_Edin.Prairie-Flying.Cloud.AP.726579_TMY3
42602,USA_TN_Crossville.Mem.AP.723265_TMY3
36868,USA_GA_Columbus.Metro.AP.722255_TMY3
47433,USA_IN_Monroe.County.AP.724375_TMY3
2816,USA_RI_Providence-T.F.Green.State.AP.725070_TMY3
4016,USA_NH_Mount.Washington.726130_TMY3
15036,USA_PA_Washington.AWOS.725117_TMY3
15531,USA_PA_Johnstown-Cambria.County.AP.725127_TMY3
15533,USA_PA_Altoona-Blair.County.AP.725126_TMY3
15560,USA_PA_Johnstown-Cambria.County.AP.725127_TMY3
60071,USA_IL_Waukegan.Rgnl.AP.725347_TMY3
60461,USA_IL_Chicago-Midway.AP.725340_TMY3
60522,USA_IL_Du.Page.AP.725305_TMY3
60622,USA_IL_Chicago-Midway.AP.725340_TMY3
61333,USA_IL_Bloomington.Normal-Central.Illinois.Rgnl.AP.724397_TMY3
74747,USA_TX_Greenville.Muni.AP.722588_TMY3
76566,USA_TX_Fort.Hood.722570_TMY3
77095,USA_TX_Houston-D.W.Hooks.AP.722429_TMY3
80487,USA_CO_Hayden-Yampa.AWOS.725715_TMY3
83433,USA_WY_Jackson.Hole.AP.725776_TMY3
89301,USA_NV_Ely-Yelland.Field.724860_TMY3
78117,USA_TX_San.Antonio-Stinson.AP.722523_TMY3
72182,USA_AR_Pine.Bluff.AP.723417_TMY3
72672,USA_AR_Harrison.AP.723446_TMY3
64629,USA_MO_Kansas.City.Intl.AP.724460_TMY3
65729,USA_AR_Flippin.AWOS.723447_TMY3
68023,USA_NE_Omaha.WSFO.725530_TMY3
29075,USA_SC_Columbia.Metro.AP.723100_TMY3
29617,USA_SC_Greenville-Downtown.AP.723119_TMY3
29745,USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3
7879,USA_NJ_Caldwell-Essex.County.AP.724094_TMY3
10311,USA_NJ_Newark.Intl.AP.725020_TMY3
37387,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3
40362,USA_KY_Lexington-Bluegrass.AP.724220_TMY3
12572,USA_NY_Poughkeepsie-Dutchess.County.AP.725036_TMY3
20664,USA_VA_Quantico.MCAS.724035_TMY3
62965,USA_IL_Marion-Williamson.County.Rgnl.AP.724339_TMY3
20719,USA_MD_Andrews.AFB.745940_TMY3
64035,USA_MO_Whiteman.AFB.724467_TMY3
22093,USA_VA_Leesburg.Muni.AP-Godfrey.Field.724055_TMY3
22865,USA_VA_Charlottesville-Albemarle.County.AP.724016_TMY3
22945,USA_VA_Charlottesville-Albemarle.County.AP.724016_TMY3
23089,USA_VA_Richmond.Intl.AP.724010_TMY3
71913,USA_AR_Hot.Springs.Mem.AP.723415_TMY3
23201,USA_VA_Richmond.Intl.AP.724010_TMY3
57649,USA_ND_Dickinson.Muni.AP.727645_TMY3
79960,USA_TX_El.Paso.Intl.AP.722700_TMY3
62906,USA_IL_Carbondale-Southern.Illinois.AP.724336_TMY3
42035,USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3
64088,USA_MO_Kansas.City.Downtown.AP.724463_TMY3
22081,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
70589,USA_LA_Lafayette.RgnlAP.722405_TMY3
23304,USA_VA_Newport.News.723086_TMY3
70762,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3
4572,USA_ME_Rockland-Knox.AWOS.726079_TMY3
65653,USA_AR_Harrison.AP.723446_TMY3
15357,USA_PA_Washington.AWOS.725117_TMY3
84331,USA_ID_Malad.City.AP.725786_TMY3
88133,USA_NM_Clovis-Cannon.AFB.722686_TMY3
74721,USA_TX_Cox.Field.722587_TMY3
81253,USA_CO_Pueblo.Mem.AP.724640_TMY3
83349,USA_ID_Hailey-Sun.Valley.AP.725865_TMY3
14453,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
14709,USA_PA_Bradford.Rgnl.AP.725266_TMY3
16050,USA_PA_Butler.County.AWOS.725124_TMY3
16223,USA_PA_DuBois-Jefferson.County.AP.725125_TMY3
16422,USA_PA_Erie.Intl.AP.725260_TMY3
17303,USA_MD_Hagerstown-Washington.County.Rgnl.AP.724066_TMY3
30240,USA_AL_Auburn-Opelika.AP.722284_TMY3
31783,USA_GA_Albany-Dougherty.County.AP.722160_TMY3
33664,USA_FL_MacDill.AFB.747880_TMY3
23529,USA_VA_Norfolk.NAS.723085_TMY3
24562,USA_VA_Farmville.Muni.AP.724017_TMY3
25079,USA_WV_Charleston-Yeager.AP.724140_TMY3
26041,USA_WV_Wheeling-Ohio.County.AP.724275_TMY3
26250,USA_WV_Elkins-Randolph.County.AP.724170_TMY3
20117,USA_VA_Leesburg.Muni.AP-Godfrey.Field.724055_TMY3
20155,USA_VA_Manassas.Muni.AWOS.724036_TMY3
21814,USA_MD_Salisbury-Wicomico.County.Rgnl.AP.724045_TMY3
28902,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3
29117,USA_SC_Columbia.Metro.AP.723100_TMY3
29847,USA_GA_Augusta-Bush-Field.722180_TMY3
12956,USA_VT_Burlington.Intl.AP.726170_TMY3
13204,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3
28051,USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3
53290,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3
53402,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3
54912,USA_WI_Appleton-Outagamie.County.AP.726457_TMY3
36508,USA_AL_Mobile-Downtown.AP.722235_TMY3
36644,USA_AL_Mobile-Rgnl.AP.722230_TMY3
37381,USA_TN_Crossville.Mem.AP.723265_TMY3
38271,USA_TN_Dyersburg.Muni.AP.723347_TMY3
38453,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3
15611,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
7857,USA_NJ_Caldwell-Essex.County.AP.724094_TMY3
8347,USA_NJ_Millville.Muni.AP.724075_TMY3
10125,USA_NY_New.York-Central.Park.725033_TMY3
10968,USA_NY_White.Plains-Westchester.County.AP.725037_TMY3
11207,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3
12754,USA_NY_Monticello.AWOS.725145_TMY3
13833,USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3
14461,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
25545,USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3
74936,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3
75068,USA_TX_Dallas-Addison.AP.722598_TMY3
77399,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3
85807,USA_AZ_Phoenix-Deer.Valley.AP.722784_TMY3
65810,USA_MO_Springfield.Rgnl.AP.724400_TMY3
67504,USA_KS_Hutchinson.Muni.AP.724506_TMY3
68516,USA_NE_Lincoln.Muni.AP.725510_TMY3
87729,USA_NM_Taos.Muni.AP.723663_TMY3
79911,USA_TX_El.Paso.Intl.AP.722700_TMY3
70353,USA_LA_Houma-Terrebonne.AP.722406_TMY3
71052,USA_LA_Shreveport.Rgnl.AP.722480_TMY3
71477,USA_LA_Alexandria-England.AFB.747540_TMY3
10541,USA_CT_Danbury.Muni.AP.725086_TMY3
10592,USA_NY_White.Plains-Westchester.County.AP.725037_TMY3
685,PRI_Mayaguez-Eugenio.Maria.de.Hostos.AP.785145_TMY3
1823,USA_MA_Lawrence.Muni.AP.744904_TMY3
65605,USA_MO_Springfield.Rgnl.AP.724400_TMY3
66635,USA_KS_Manhattan.Rgnl.AP.724555_TMY3
58856,USA_ND_Williston-Sloulin.Field.Intl.AP.727670_TMY3
53526,USA_WI_Lone.Rock.AP.726416_TMY3
36631,USA_AL_Mobile-Rgnl.AP.722230_TMY3
37338,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3
14724,USA_NY_Jamestown.AWOS.725235_TMY3
22960,USA_VA_Charlottesville-Albemarle.County.AP.724016_TMY3
23843,USA_VA_Petersburg.Muni.AP.724014_TMY3
42287,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3
43337,USA_OH_Findlay.AP.725366_TMY3
98059,USA_WA_Renton.Muni.AP.727934_TMY3
54541,USA_MI_Iron.Mountain-Ford.Field.727437_TMY3
54818,USA_WI_Rice.Lake.Muni.AP.726467_TMY3
54940,USA_WI_Appleton-Outagamie.County.AP.726457_TMY3
57042,USA_SD_Brookings.AWOS.726515_TMY3
61644,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3
63824,USA_MO_Cape.Girardeau.Muni.AP.723489_TMY3
49068,USA_MI_Battle.Creek-Kellogg.AP.725396_TMY3
46241,USA_IN_Indianapolis.Intl.AP.724380_TMY3
49617,USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3
41144,USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3
34434,USA_FL_Ocala.Muni.AWOS.722055_TMY3
34610,USA_FL_Tampa.Intl.AP.722110_TMY3
35447,USA_MS_Golden.Triangle.Rgnl.AWOS.723307_TMY3
39669,USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3
87583,USA_NM_Las.Vegas-Muni.AP.723677_TMY3
88021,USA_TX_El.Paso.Intl.AP.722700_TMY3
93426,USA_CA_Paso.Robles.Muni.AP.723965_TMY3
94022,USA_CA_Mountain.View-Moffett.Field.NAS.745090_TMY3
94308,USA_CA_Mountain.View-Moffett.Field.NAS.745090_TMY3
91718,USA_CA_Palm.Springs-Thermal.AP.747187_TMY3
92339,USA_CA_March.AFB.722860_TMY3
92811,USA_CA_Santa.Ana-John.Wayne.AP.722977_TMY3
4751,USA_ME_Caribou.Muni.AP.727120_TMY3
6888,USA_CT_Danbury.Muni.AP.725086_TMY3
7746,USA_NJ_Belmar-Monmouth.County.AP.724084_TMY3
31547,USA_FL_Jacksonville.Intl.AP.722060_TMY3
31746,USA_GA_Albany-Dougherty.County.AP.722160_TMY3
48656,USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3
49281,USA_MI_Jackson-Reynolds.Field.725395_TMY3
49338,USA_MI_Cadillac-Wexford.County.AP.726384_TMY3
28653,USA_NC_Hickory.Rgnl.AP.723145_TMY3
30083,USA_GA_Dekalb.Peachtree.AP.722196_TMY3
32055,USA_FL_Gainesville.Rgnl.AP.722146_TMY3
20572,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
25870,USA_WV_Beckley-Raleigh.County.Mem.AP.724120_TMY3
26278,USA_WV_Elkins-Randolph.County.AP.724170_TMY3
33247,USA_FL_Miami-Kendall-Tamiami.Executive.AP.722029_TMY3
26502,USA_WV_Morgantown.Muni-Hart.Field.724176_TMY3
40225,USA_KY_Louisville-Bowman.Field.724235_TMY3
49915,USA_MI_Iron.Mountain-Ford.Field.727437_TMY3
52497,USA_IA_Cedar.Rapids.Muni.AP.725450_TMY3
53586,USA_IA_Dubuque.Rgnl.AP.725470_TMY3
56755,USA_MN_Hallock.727478_TMY3
58776,USA_ND_Williston-Sloulin.Field.Intl.AP.727670_TMY3
60479,USA_IL_Aurora.Muni.AP.744655_TMY3
46203,USA_IN_Indianapolis.Intl.AP.724380_TMY3
47043,USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3
67005,USA_KS_Wichita-McConnell.AFB.724505_TMY3
68059,USA_NE_Bellevue-Offutt.AFB.725540_TMY3
63139,USA_IL_Cahokia.AP.725314_TMY3
64658,USA_MO_Kirksville.Muni.AP.724455_TMY3
48844,USA_MI_Howell-Livingston.County.AP.725378_TMY3
49252,USA_MI_Jackson-Reynolds.Field.725395_TMY3
54448,USA_WI_Wausau.Muni.AP.726463_TMY3
61936,USA_IL_Decatur.AP.725316_TMY3
75067,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3
75501,USA_AR_Texarkana-Webb.Field.723418_TMY3
98199,USA_WA_Seattle-Boeing.Field.727935_TMY3
6508,USA_CT_New.Haven-Tweed.AP.725045_TMY3
35207,USA_AL_Birmingham.Muni.AP.722280_TMY3
97624,USA_OR_Klamath.Falls.Intl.AP.725895_TMY3
98349,USA_WA_Tacoma.Narrows.AP.727938_TMY3
98685,USA_OR_Portland.Intl.AP.726980_TMY3
